,Item,Region,Combination,Month,Act Orders Final Rev,Fcst Stat Prelim Rev,End of History,OOS
600,213524,United States,213524 United States,2021-11-01,5906.0,,,
601,213524,United States,213524 United States,2021-12-01,6737.0,3967.0,,
602,213524,United States,213524 United States,2022-01-01,4502.0,4148.0,,
603,213524,United States,213524 United States,2022-02-01,4962.0,4329.0,,
604,213524,United States,213524 United States,2022-03-01,5834.0,4509.0,,
605,213524,United States,213524 United States,2022-04-01,5272.0,4688.0,,
606,213524,United States,213524 United States,2022-05-01,4960.0,4866.0,,
607,213524,United States,213524 United States,2022-06-01,5252.0,5043.0,,
608,213524,United States,213524 United States,2022-07-01,4927.0,5219.0,,
609,213524,United States,213524 United States,2022-08-01,5874.0,5395.0,,
610,213524,United States,213524 United States,2022-09-01,6710.0,5569.0,,
611,213524,United States,213524 United States,2022-10-01,6641.0,5743.0,,
612,213524,United States,213524 United States,2022-11-01,8204.0,5915.0,,
613,213524,United States,213524 United States,2022-12-01,9586.0,6087.0,,
614,213524,United States,213524 United States,2023-01-01,6289.0,6258.0,,
615,213524,United States,213524 United States,2023-02-01,6266.0,6428.0,,
616,213524,United States,213524 United States,2023-03-01,7891.0,6597.0,,
617,213524,United States,213524 United States,2023-04-01,7276.0,6766.0,,
618,213524,United States,213524 United States,2023-05-01,6515.0,6933.0,,
619,213524,United States,213524 United States,2023-06-01,7784.0,7100.0,,
620,213524,United States,213524 United States,2023-07-01,6037.0,7265.0,,
621,213524,United States,213524 United States,2023-08-01,7370.0,7430.0,,
622,213524,United States,213524 United States,2023-09-01,7123.0,7594.0,,
623,213524,United States,213524 United States,2023-10-01,9192.0,7757.0,,
624,213524,United States,213524 United States,2023-11-01,9015.0,7919.0,,
625,213524,United States,213524 United States,2023-12-01,12873.0,8080.0,,
626,213524,United States,213524 United States,2024-01-01,7669.0,8240.0,,
627,213524,United States,213524 United States,2024-02-01,8574.0,8400.0,,
628,213524,United States,213524 United States,2024-03-01,8182.0,8559.0,,
629,213524,United States,213524 United States,2024-04-01,8218.0,8716.0,,
630,213524,United States,213524 United States,2024-05-01,8145.0,8873.0,,
631,213524,United States,213524 United States,2024-06-01,7958.0,9029.0,,
632,213524,United States,213524 United States,2024-07-01,8475.0,9185.0,,1.0
633,213524,United States,213524 United States,2024-08-01,8639.0,9339.0,,
634,213524,United States,213524 United States,2024-09-01,8210.0,9493.0,,1.0
635,213524,United States,213524 United States,2024-10-01,10898.0,9645.0,,
636,213524,United States,213524 United States,2024-11-01,4956.0,9797.0,1.0,
637,213524,United States,213524 United States,2024-12-01,,9948.0,,
638,213524,United States,213524 United States,2025-01-01,,10098.0,,
639,213524,United States,213524 United States,2025-02-01,,10248.0,,
640,213524,United States,213524 United States,2025-03-01,,10396.0,,
641,213524,United States,213524 United States,2025-04-01,,10544.0,,
642,213524,United States,213524 United States,2025-05-01,,10691.0,,
643,213524,United States,213524 United States,2025-06-01,,10837.0,,
644,213524,United States,213524 United States,2025-07-01,,10982.0,,
645,213524,United States,213524 United States,2025-08-01,,11126.0,,
646,213524,United States,213524 United States,2025-09-01,,11270.0,,
647,213524,United States,213524 United States,2025-10-01,,11413.0,,
648,213524,United States,213524 United States,2025-11-01,,11555.0,,
649,213524,United States,213524 United States,2025-12-01,,11696.0,,
650,213524,United States,213524 United States,2026-01-01,,11836.0,,
651,213524,United States,213524 United States,2026-02-01,,11976.0,,
652,213524,United States,213524 United States,2026-03-01,,12115.0,,
653,213524,United States,213524 United States,2026-04-01,,12253.0,,
654,213524,United States,213524 United States,2026-05-01,,12391.0,,
655,213524,United States,213524 United States,2026-06-01,,12527.0,,
656,213524,United States,213524 United States,2026-07-01,,12663.0,,
657,213524,United States,213524 United States,2026-08-01,,12798.0,,
658,213524,United States,213524 United States,2026-09-01,,12932.0,,
659,213524,United States,213524 United States,2026-10-01,,13066.0,,
660,213524,United States,213524 United States,2026-11-01,,13199.0,,
661,213524,United States,213524 United States,2026-12-01,,13331.0,,
662,213524,United States,213524 United States,2027-01-01,,13462.0,,
663,213524,United States,213524 United States,2027-02-01,,13593.0,,
664,213524,United States,213524 United States,2027-03-01,,13723.0,,
665,213524,United States,213524 United States,2027-04-01,,13852.0,,
666,213524,United States,213524 United States,2027-05-01,,13981.0,,
667,213524,United States,213524 United States,2027-06-01,,14109.0,,
668,213524,United States,213524 United States,2027-07-01,,14236.0,,
669,213524,United States,213524 United States,2027-08-01,,14362.0,,
670,213524,United States,213524 United States,2027-09-01,,14488.0,,
671,213524,United States,213524 United States,2027-10-01,,14613.0,,
672,213524,United States,213524 United States,2027-11-01,,14737.0,,
673,213524,United States,213524 United States,2027-12-01,,3601.0,,
674,213524,United States,213524 United States,2028-01-01,,3601.0,,
